explain,org,service
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
실시간 버스위치 정보 제공,서울특별시,버스위치정보조회 서비스
노선에 대한 정보 제공,서울특별시,노선정보조회 서비스
정류소에 대한 정보 제공,서울특별시,정류소정보조회 서비스
특정 정류소에 대한 버스 도착예정 정보 제공,서울특별시,버스도착정보조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.",경기도,버스 위치 정보 조회 서비스
"정류소와 노선번호을 기준으로 첫번째/두번째 도착예정 버스의 위치정보와 도착예정시간, 빈자리, 저상버스 정보를 제공하는 버스도착정보조회 서비스",경기도,버스 도착 정보 조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"나라장터 개찰결과, 최종낙찰자 정보를 조회 할 수 있는 서비스이다.",조달청,낙찰정보
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"취업희망자가 지방자치단체 채용담당자가 나라일터에 등록한 공공취업정보 정보를 조회할 수 있는 서비스입니다. 채용직급, 공공취업정보, 채용기관 등에 대한 정보 검색이 가능합니다.",인사혁신처,공공취업정보 조회
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스,과학기술정보통신부 우정사업본부,(구)도로명주소조회서비스
"버스노선목록
노선부가정보
정류소목록
경유정류소정보",경상남도 창원시,기반정보조회서비스
노선에 대한 정보 제공,서울특별시,노선정보조회 서비스
정류소에 대한 정보 제공,서울특별시,정류소정보조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"실시간 경매 속보 정보를 조회하기 위한 서비스로서 품목과 도매시장 별로 조회할 수 있으며 품목 분류 체계항목, 도매시장항목,도매법인 항목에 따라 조회할 수 있다.",농림수산식품교육문화정보원,실시간경매속보서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
서지DB를 검색한다.,국회 국회도서관,자료검색서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,조달청 용역관련 데이터
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.",한국관광공사,중문 번체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.",한국관광공사,중문 간체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.",한국관광공사,일문 관광정보 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
연도별로 오존주의보 및 황사특보 발생 정보를 제공하는 오존황사 발생정보조회 서비스,한국환경공단,오존황사 발생정보조회 서비스
"각 측정소별 확정농도 정보와 기간별(연별,월별,일자별) 통계수치 정보를 조회하는 대기오염통계 서비스",한국환경공단,대기오염통계 서비스
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"각 측정소별 확정농도 정보와 기간별(연별,월별,일자별) 통계수치 정보를 조회하는 대기오염통계 서비스",한국환경공단,대기오염통계 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
연도별로 오존주의보 및 황사특보 발생 정보를 제공하는 오존황사 발생정보조회 서비스,한국환경공단,오존황사 발생정보조회 서비스
6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스,과학기술정보통신부 우정사업본부,(구)도로명주소조회서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
공연전시정보조회서비스,한국문화정보원,공연전시정보조회서비스
건별 EMS 물품의 위치를 행방을 우편물번호를 기준으로 건별 조회하는 EMS 행방조회 서비스,과학기술정보통신부 우정사업본부,EMS행방조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
공연전시정보조회서비스,한국문화정보원,공연전시정보조회서비스
,기타,보건복지부 건강보험심사평가원 병원정보 DB
나라장터 공고현황 정보를 조회 할 수 있는 서비스이다.,조달청,입찰공고정보
"나라장터 세부품명, 세부품명번호 정보를 조회 할 수 있는 서비스이다.",조달청,세부품명 물품분류체계
"나라장터 조달청계약요청 및 진행현황, 계약현황 정보를 조회 할 수 있는 서비스이다.",조달청,계약정보
나라장터 사전규격공개 정보를 조회 할 수 있는 서비스이다.,조달청,사전규격정보
