작목별농업기술정보 DB,농촌진흥청의 작목별 농업기술정보,2016-06-17,2016-06-28,지식정보화담당관실,063-238-0490,['작목별 영농기술 및 농사기술 정보']
제주시청소년수련관 정보,제주시 청소년수련관에서 제공한 각종 프로그램 및 청소년교육관련 정보,2014-12-02,2014-12-05,정보화지원과,,['getYouthProgramList']
국립공주박물관 유물정보 DB,국립공주박물관의 유물정보 DB를 API로 제공하고 있습니다.,2014-09-01,2014-10-15,,,[]
강종정보,참조표준센터에서 제공하는 강종정보 내용을 제공함.,2015-04-29,2015-05-06,-,,['강종정보 파일 다운로드']
하천수질정보,"충청북도내 하천수질 정보(하천명, 부속하천번호, 수질급수, BOD, T-N, T-P, 측정년월)",2017-03-14,2017-03-15,정보통신과,043-220-2674,[]
경상남도 문화행사정보,경상남도 시군별 문화 행사 정보 제공,2016-07-26,2016-07-26,공보관실,055-211-2081,['schedule']
[일모아]참여자 지원금정보,일모아참여자 지원금 현황(개인식별 정보 제외),2014-12-22,2014-12-22,정보화기획팀,043-870-8402,[]
안동시개별주택가격,안동시 개별주택가격 정보,2015-05-07,2017-12-18,공보전산실,054-840-6076,"['안동시 개별주택가격 목록 조회', '안동시 개별주택가격 코드 목록 조회']"
[특허] 특허기술거래 출원시 이전 희망기술정보,"1. 개요
일반판매기술, 국유판매기술, 이전희망기술, 기관보유기술과 같은 지식재산거래정보를 API(REST방식)로 제공합니다.

2. 세부 정보 내용
이전희망기술: 출원시 이전을 희망하는 출원인의 특허도 기술 거래대상이 될 수 있게 기술 내용의 일부 또는 전부를 공개하여 제공(XML)

3. 데이터 출처
지식재산거래정보시스템 홈페이지
http://www.ipmarket.or.kr/",2014-12-01,2017-11-08,한국발명진흥회,02-3459-2728,"['출원시 이전 희망기술(권리자) 리스트 조회', '출원시 이전 희망기술(권리자) 상세정보 조회', '출원시 이전 희망기술(발명의 명칭) 리스트 조회', '출원시 이전 희망기술(발명의 명칭) 상세정보 조회', '출원시 이전 희망기술(기술설명) 리스트 조회', '출원시 이전 희망기술(기술설명) 상세정보 조회']"
과실출하약정 현황,"과실수급 및 가격안정을 도모하기 위해 품목, 약정실적, 출하약정액 등의 자료",2017-02-07,2017-02-09,정보통계정책담당관실,044-201-1414,[]
농업 마이스터대학 정보,전국 9개 농업마이스터대학의 연도별 현황 및 캠퍼스별 학사일정 정보 제공,2016-12-13,2016-12-15,정보화사업본부 정보기획실,044-861-8744,['한국마이스터대학현황']
문화유적총람,문화유적총람 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['문화유적총람 정보']
국립문화재연구소 보존과학연구 학술정보,보존과학연구 연구자료 데이터 서비스(학술자료집),2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['보존과학연구 학술정보 API']
국립문화재연구소 괘불 현황,괘불목록 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['괘불 현황 API']
일제강점기(문헌목록),일제강점기(문헌목록) 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['일제강점기(문헌목록) 정보']
북한지역 고구려 벽화고분,북한지역 고구려 벽화고분 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['북한지역 고구려 벽화고분 정보']
강원도 축제공연 안내,"(강원도관광정보) 축제, 전통5일장, 전통상설공연에 대한 정보를 제공",2015-12-24,2016-01-07,,,"['축제', '전통5일장', '전통상설공연']"
연구개발 과제 정보,남부발전의 연구개발 과제 정보,2015-12-17,2017-10-25,미래산업전략부,070-7713-8655,['연구개발 과제정보조회 서비스']
고고학사전,고고학사전 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['고고학사전 정보']
제주교래자연휴양림 실시간 예약확인 서비스,제주도 교래자연휴양림 예약확인을 실시간으로 제공한다.,2014-10-28,2016-11-14,,,['예약된 방 목록 조회']
김천시 식품접객업 현황,"김천시 식품접객업 (업종,전화번호,업소명) 정보 제공",2015-06-08,2015-06-10,정보통신과,054-420-6075,['유흥 단란주점 현황']
한국과학기술원 입찰공고 정보,한국과학기술원 입찰공고 목록 입니다.,2015-08-28,2017-04-19,,042-525-8842,['한국과학기술원 입찰공고 목록']
오산시 약국현황,오산시 약국현황,2015-01-21,2015-02-02,정보통신과,031-8036-7343,['약국 목록 조회']
국회입법조사처 의정지원,"국회입법조사처에서 행사지원으로 토론회, 전문가 간담회 등 행사개최에 대한 정보를 제공",2018-02-23,2018-02-27,기획협력팀,02-788-4526,['행사개최']
[기타] 한국전통 화합물정보,"1. 개요
한의학 분야 고전문헌뿐만 아니라 전통지식 관련 한국논문, 전통지식 관련 한국 특허문헌까지 포함하는 것으로서, 과거에서부터 현대까지 이르는 전통지식을 집대성한 정보를 API(REST방식)로 제공합니다.

2. 세부 정보 내용
화합물정보: 전통의학을 이용하여 현대 과학적 연구에 유용하게 활용될 수 있도록 약재에서 추출되는 천연물에 대한 성분화합물 등의 화합물 명칭 및 구조검색 조회 정보(천연물 18,722건, 약재 2,100건)(XML)

3. 데이터 출처
한국전통지식포털 홈페이지
http://www.koreantk.com/",2017-09-20,2017-09-26,산업재산창출전략팀,042-481-5156,"['화합물 검색', '화합물 상세정보 조회']"
방류수 수질분석자료,방류수 수질분석 자료,2015-02-05,2017-12-14,,,['방류수 수질분석결과 목록 조회']
부산광역시 고령인력서비스,"부산광역시 고령인력정보, 고령구인정보, 고령서비스 정보 제공",2015-12-01,2017-12-21,노인복지과,051-888-3294,"['월간 교육계획 목록', '월간 교육계획 상세']"
체육시설업 현황,체육시설업 현황,2015-01-26,2015-02-23,총무과,054-330-6086,['영천시 체육시설업현황 조회']
모범음식점 지정 현황,모범음식점 지정 현황,2015-01-26,2015-02-23,총무과,054-330-6086,['영천시 모범음식점지정현황 서비스']
남부발전 전력계통정보 조회서비스,"급전속보(전력수급, 발전실적, 발전원별 점유율, 발전회사별 점유율, 연료현황, 기상상황, 특기상황), 공급능력(발전소, 설비용량, 공급능력, 증감, 비고 등)",2015-12-17,2017-01-20,미래산업전략부,070-7713-8655,['기상현황 급전속보 조회 서비스']
부산시 교통정보,"부산시 교통정보, 실시간 도로 정체구간 정보 등 도로번호, 도로명, 도로유형 등의 정보 서비스를 제공",2017-01-05,2017-12-21,정보화담당관실,051-888-2362,"['도로 구간 정보', '정체 구간 정보']"
해운대구 공원 정보 조회 서비스,해운대구 공원 정보 조회 서비스,2014-11-06,2014-11-06,,,"['공원목록조회', '공원 상세정보 조회']"
모병합격 배점기준,모병합격 배점기준,2016-02-01,2017-01-03,,,['모병합격배점기준목록조회서비스']
해양생태관광 정보,(해양생태계통합정보) 어촌 체험형 바다여행 정보와 해양생물 서식 정보를 동시에 제공하여 지역밀착형 해양생태 체험관광 정보로 활용,2015-12-23,2016-06-30,-,02-3498-8557,"['전체 체험 관광 정보 조회', '갯벌별 체험 관광 정보 조회', '어촌별 체험 관광 정보 조회']"
사회복무요원 복무기관,사회복무요원 복무기관,2016-10-25,2017-10-16,,,['사회복무요원의 복무 가능한 전국 복무기관 정보']
물질안전보건자료,공개된 화학물질 안전보건자료의 목록 및 내용을 제공,2014-11-07,2017-04-18,화학물질정보연구부,042-869-0312,"['12. 환경에 미치는 영향', '13. 폐기시 주의사항', '14. 운송에 필요한 정보', '15. 법적 규제현황', '16. 그 밖의 참고사항', '안전보건자료의 목록', '1. 화학제품과 회사에 관한 정보', '2. 유해성·위험성', '3. 구성성분의 명칭 및 함유량', '4. 응급조치요령', '5. 폭발·화재시 대처방법', '6. 누출사고시 대처방법', '7. 취급 및 저장방법', '8. 노출방지 및 개인보호구', '9. 물리화학적 특성', '10. 안정성 및 반응성', '11. 독성에 관한 정보']"
(인천공항) 교통정보,"인천국제공항 주차장 정보로, 주차구역, 추자면 정보등을 포함하고 있음",2017-02-19,2018-01-15,경영정보팀,032-741-7280,['인천공항 여객주차장 현황']
병무청 병역판정 신체검사 정보,"병역판정검사 최초수검시 신장, 체중 등 신체검사 결과 정보",2016-10-27,2017-10-16,,,"['징병검사 수검자의 신장, 체중 등 신체정보 조회']"
공원 및 녹지점용 허가 정보,공원 및 녹지점용 허가 정보,2015-02-02,2015-02-02,,,['공원정보 목록 조회']
김천시 도서관 도서DB,"김천시 도서관 도서DB(저작자,도서기호,도서명등) 정보 제공",2015-06-05,2017-02-23,정보통신과,054-420-6075,['도서검색 서비스 검색 서비스']
김천시 공원정보,김천시 도시공원 공원명 및 기본 현황 제공,2015-06-05,2017-02-23,정보통신과,054-420-6075,['공원현황 검색 서비스']
김천시 수질정보,"김천시 하수처리방류수질(일평균방류량,시설용량,구분등) 정보 제공",2015-06-05,2015-06-08,정보통신과,054-420-6075,['관말 잔류염소 검사결과 검색 서비스']
오산시 부동산중개업소 현황,오산시 부동산중개업소 현황입니다.,2015-02-02,2015-02-02,,,['부동산중개업소현황 목록 조회']
경상남도 창녕군_행사정보,"창녕군에서 개최하는 전체 행사(기관 행사, 대회, 예술회관내 공연정보 등 전체행사)에 대한 정보를 오픈 API로 제공",2016-05-09,2016-05-16,행정과,055-530-1244,['창녕군에서 개최하는 전체행사(대회 및 공연) 정보']
경기도 장애인 일자리관련 현황,"경기도 내의 한국장애인고용공단, 장애인 근로사업장,장애인 보호작업장 등과 같이 장애인의 일자리 관련 시설 뿐만아니라 장애인 취업 집계현황 등의 정보를 제공합니다.",2017-11-24,2017-12-06,빅데이터담당관,031-8008-5589,[]
경기도 승강기 관련 업체 현황,경기도 내의 승강기를 제조 또는 수입판매 하거나 주기적인 점검을 실시하고 부품의 교체 및 수리 등 승강기를 보수하는 업체 현황입니다.,2017-10-19,2017-10-31,빅데이터담당관,031-8008-2895,[]
경기도 수원시 교통사고 정보,"수원시 교통사고 정보를 위치데이터 기반 제공
교통사고 항목 별 정보제공",2017-10-18,2017-10-18,정보통신과,031-228-2083,[]
[일모아]기관 정보,일모아 참여기관 현황 정보(개인식별 정보 제외),2016-06-01,2016-06-01,정보화기획팀,043-870-8407,['참여기관지원금 정보']
올림픽공원 대관정보,올림픽공원 시설 대관 정보 제공,2016-11-08,2016-11-08,사업개발팀,02-2180-3495,['올림픽공원 공연 대관정보']
성동구도시관리공단 채용정보,성동구도시관리공단 직원 채용정보입니다.,2016-08-04,2016-08-04,안전기술팀,02-2204-7954,['채용공고 목록조회']
김천시 다중이용시설 현황,"김천시 다중이용시설(소재지, 시설물 용도, 시설명등) 현황 제공",2015-06-05,2017-12-04,정보통신과,054-420-6075,['다중이용시설 현황 검색 서비스']
예술자료원 소장 자료 목록,예술자료원 전자도서관 소장자료 목록,2015-08-05,2017-06-07,재무관리부,061-900-0212,['예술자료원 전자도서관 소장자료']
KS인증가이드,KS인증에 필요한 기본적인 정보 제공,2014-04-23,2014-04-25,,,[]
국립문화재연구소 북한의문화재 정보,"북한의문화재 원문정보(보고서), 문화재정보 등 북한문화재연구 데이터 서비스",2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['북한의문화재 정보 API']
국립문화재연구소 조선고적조사보고 정보,"일제강점기 조선고적조사보고 연구자료 데이터 서비스(메타, 이미지, 도면 등)",2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['조선고적조사보고 정보 API']
국립문화재연구소 석조문화재 3D 컨텐츠 정보,석조문화재의 3D 컨텐츠 라이브러리 연구자료 데이터 서비스,2016-08-18,2016-08-23,조사연구기록과,063-280-1492,['석조문화재 3D 컨텐츠 정보']
서울특별시 환경 정보,서울시 환경 관련 정보를 제공합니다.,2016-10-28,2016-11-02,,,['서울시 도로분진 청소 현황']
서울올림픽기념국민체육진흥공단 경륜경정사업본부 문화 프로그램 정보,서울올림픽기념 국민체육진흥공단 경륜경정사업본부 본장 및 지점에서 진행하는 문화교실 및 MTB아카데미 등 대국민 문화 프로그램 정보,2017-12-21,2017-12-22,정보기획팀,02-410-1263,['스피존문화교실 조회']
